Statistical profiling result from bloq.log, (6788 ticks, 12 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     17    1.6%      LazyCompile: ~Hmac node:internal/crypto/hash:127:14
     17  100.0%        LazyCompile: ~createHmac node:crypto:161:20
     17  100.0%          LazyCompile: ~exports.sign /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/cookie-signature/index.js:16:24
     16   94.1%            LazyCompile: ~exports.unsign /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/cookie-signature/index.js:36:26
      1    5.9%            LazyCompile: ~setcookie /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:655:19
     17    1.6%      LazyCompile: *end node:_http_outgoing:813:45
     17  100.0%        LazyCompile: ~writeend /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:260:24
     17  100.0%          LazyCompile: ~ontouch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:347:65
     17  100.0%            LazyCompile: *processImmediate node:internal/timers:421:28
     16    1.5%      LazyCompile: ~setWriteHeadHeaders /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/on-headers/index.js:105:30
     16  100.0%        LazyCompile: ~writeHead /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/on-headers/index.js:28:29
     12   75.0%          LazyCompile: ~_implicitHeader node:_http_server:269:68
     12  100.0%            LazyCompile: ~writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
      4   25.0%          LazyCompile: *writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
      4  100.0%            LazyCompile: ~end /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:250:27
     16    1.5%      LazyCompile: ~Store.createSession /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/session/store.js:86:41
     16  100.0%        LazyCompile: ~inflate /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:371:22
     16  100.0%          LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:485:38
     13   81.3%            LazyCompile: *processImmediate node:internal/timers:421:28
      3   18.8%            LazyCompile: ~processImmediate node:internal/timers:421:28
     14    1.3%      LazyCompile: ~writeHead node:_http_server:274:19
     14  100.0%        LazyCompile: ~writeHead /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/on-headers/index.js:28:29
     14  100.0%          LazyCompile: ~_implicitHeader node:_http_server:269:68
     14  100.0%            LazyCompile: ~writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
     14    1.3%      LazyCompile: ~clearIncoming node:_http_server:749:23
      7   50.0%        LazyCompile: ~resOnFinish node:_http_server:793:21
      5   71.4%          LazyCompile: *emit node:events:327:44
      5  100.0%            LazyCompile: ~onFinish node:_http_outgoing:808:18
      2   28.6%          LazyCompile: ~emit node:events:327:44
      2  100.0%            LazyCompile: ~onFinish node:_http_outgoing:808:18
      7   50.0%        LazyCompile: *emit node:events:327:44
      7  100.0%          LazyCompile: ~endReadableNT node:internal/streams/readable:1300:23
      7  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:66:35
     14    1.3%      LazyCompile: *onwrite node:internal/streams/writable:431:17
     12   85.7%        LazyCompile: *clearBuffer node:internal/streams/writable:534:21
      8   66.7%          LazyCompile: ~Writable.uncork node:internal/streams/writable:347:37
      6   75.0%            LazyCompile: ~connectionCorkNT node:_http_outgoing:776:26
      2   25.0%            LazyCompile: ~end node:_http_outgoing:813:45
      4   33.3%          LazyCompile: *end node:_http_outgoing:813:45
      4  100.0%            LazyCompile: ~writeend /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:260:24
      2   14.3%        LazyCompile: *writevGeneric node:internal/stream_base_commons:122:23
      2  100.0%          LazyCompile: ~Socket._writeGeneric node:net:747:42
      2  100.0%            LazyCompile: ~Socket._writev node:net:779:36
     14    1.3%      LazyCompile: *_storeHeader node:_http_outgoing:373:22
      7   50.0%        LazyCompile: ~writeHead node:_http_server:274:19
      7  100.0%          LazyCompile: ~writeHead /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/on-headers/index.js:28:29
      5   71.4%            LazyCompile: ~_implicitHeader node:_http_server:269:68
      2   28.6%            LazyCompile: *writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
      7   50.0%        LazyCompile: *writeHead node:_http_server:274:19
      7  100.0%          LazyCompile: ~writeHead /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/on-headers/index.js:28:29
      7  100.0%            LazyCompile: *writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
     13    1.2%      LazyCompile: ~touch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/session/memory.js:147:45
     10   76.9%        LazyCompile: ~end /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:250:27
     10  100.0%          LazyCompile: ~send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
     10  100.0%            LazyCompile: ~json /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:239:25
      3   23.1%        LazyCompile: *send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
      3  100.0%          LazyCompile: ~json /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:239:25
      3  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/app-bloq.js:59:17
     13    1.2%      LazyCompile: ~initialize /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/passport/lib/middleware/initialize.js:44:29
      7   53.8%        LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      5   71.4%          LazyCompile: ~trim_prefix /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:288:23
      5  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:275:64
      2   28.6%          LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      2  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:485:38
      6   46.2%        LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      6  100.0%          LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      6  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:485:38
     13    1.2%      LazyCompile: *write_ node:_http_outgoing:710:16
     13  100.0%        LazyCompile: ~write node:_http_outgoing:681:49
      8   61.5%          LazyCompile: *writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
      8  100.0%            LazyCompile: ~end /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:250:27
      5   38.5%          LazyCompile: ~writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
      3   60.0%            LazyCompile: ~end /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:250:27
      2   40.0%            LazyCompile: *send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
     11    1.0%      LazyCompile: ~createDate /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino-pretty/lib/utils.js:101:21
     11  100.0%        LazyCompile: ~formatTime /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino-pretty/lib/utils.js:60:21
      7   63.6%          LazyCompile: *pretty /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino-pretty/index.js:65:19
      5   71.4%            LazyCompile: *write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:234:11
      2   28.6%            LazyCompile: ~write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:234:11
      4   36.4%          LazyCompile: ~prettifyTime /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino-pretty/lib/utils.js:430:23
      4  100.0%            LazyCompile: ~pretty /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino-pretty/index.js:65:19

    115    1.7%  T _semaphore_wait
     94   81.7%    LazyCompile: *clearBuffer node:internal/streams/writable:534:21
     84   89.4%      LazyCompile: ~Writable.uncork node:internal/streams/writable:347:37
     72   85.7%        LazyCompile: ~connectionCorkNT node:_http_outgoing:776:26
     72  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:66:35
      2    2.8%            LazyCompile: ~runNextTicks node:internal/process/task_queues:57:22
     12   14.3%        LazyCompile: ~end node:_http_outgoing:813:45
     12  100.0%          LazyCompile: ~writeend /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:260:24
     12  100.0%            LazyCompile: ~ontouch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:347:65
     10   10.6%      LazyCompile: *end node:_http_outgoing:813:45
     10  100.0%        LazyCompile: ~writeend /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:260:24
     10  100.0%          LazyCompile: ~ontouch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:347:65
     10  100.0%            LazyCompile: *processImmediate node:internal/timers:421:28
     21   18.3%    LazyCompile: *writevGeneric node:internal/stream_base_commons:122:23
     21  100.0%      LazyCompile: ~Socket._writeGeneric node:net:747:42
     21  100.0%        LazyCompile: ~Socket._writev node:net:779:36
     21  100.0%          LazyCompile: ~doWrite node:internal/streams/writable:404:17
     21  100.0%            LazyCompile: ~clearBuffer node:internal/streams/writable:534:21

    100    1.5%  T _task_restartable_ranges_synchronize
     98   98.0%    LazyCompile: *write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:234:11
     88   89.8%      LazyCompile: ~write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/proto.js:164:16
     88  100.0%        LazyCompile: ~LOG /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:37:16
     88  100.0%          LazyCompile: ~info /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/config/logger.js:31:14
     88  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/app-bloq.js:59:17
     10   10.2%      LazyCompile: *write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/proto.js:164:16
     10  100.0%        LazyCompile: ~LOG /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:37:16
     10  100.0%          LazyCompile: ~info /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/config/logger.js:31:14
     10  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/app-bloq.js:59:17

     98    1.4%  t node::fs::WriteString(v8::FunctionCallbackInfo<v8::Value> const&)
     98  100.0%    T __ZN2v88internal4wasm11AsmJsParser19ExpressionStatementEv
     98  100.0%      LazyCompile: ~writeSync node:fs:720:19
     98  100.0%        LazyCompile: ~actualWrite /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/sonic-boom/index.js:335:22
     98  100.0%          LazyCompile: ~SonicBoom.write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/sonic-boom/index.js:210:38
     98  100.0%            LazyCompile: ~write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:234:11

     96    1.4%  T void node::StreamBase::JSMethod<&(node::StreamBase::Writev(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
     94   97.9%    T __ZN2v88internal4wasm11AsmJsParser19ExpressionStatementEv
     94  100.0%      LazyCompile: ~writevGeneric node:internal/stream_base_commons:122:23
     94  100.0%        LazyCompile: ~Socket._writeGeneric node:net:747:42
     94  100.0%          LazyCompile: ~Socket._writev node:net:779:36
     94  100.0%            LazyCompile: ~doWrite node:internal/streams/writable:404:17
      2    2.1%    LazyCompile: *clearBuffer node:internal/streams/writable:534:21
      2  100.0%      LazyCompile: ~Writable.uncork node:internal/streams/writable:347:37
      2  100.0%        LazyCompile: ~connectionCorkNT node:_http_outgoing:776:26
      2  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:66:35

